Point_X,Point_Y,HandTra,HandVel,HandAcc,ElbowTra,ElbowVel,ElbowAcc,ShoulderTra,ShoulderVel,ShoulderAcc,TimeRe,BR,Tlh,Tlt,BI,DA,DP,PC
0.909795,0.104033,0.915701447912016,0.00688911388988046,0.0615738900489792,120.57385804583,0.283002708222559,17.3020908851788,57.5803098925849,-0.648033048996996,-3.52395819607777,0,0.0269793144275781,0.00342112308914323,0.00537289604168792,0.00172862918515546,0.00194498484455984,0.00306727292390433,0.00273663696477097
0.909794848255928,0.10402874754066,0.915704445889141,0.00662587100380412,0.0649708091606176,120.574539250327,0.331831211675742,12.2465589089041,57.5782483430407,-0.678880567682815,8.47937458354662,0.00334448160535117,0.0265367156484607,0.00368011374888389,0.00450522060528376,0.00168760383408387,0.00190405325471392,0.00351975463859902,0.00258202457725153
0.909794905199058,0.104030315815135,0.915707425960763,0.00501869110945129,0.0648717018676674,120.575150867243,0.38049835696447,6.14145089037524,57.5762144352193,-0.677548766920268,20.5185874352915,0.00668896321070234,0.0251399225303019,0.00403426711258332,0.00399673551972735,0.00164772288613323,0.00185836055108489,0.00397951578665933,0.00245669657636035
0.9097951389086,0.104033694674259,0.915710266634621,0.00289348213908485,0.0615376799663271,120.575709017169,0.425977137936423,-0.737784500592857,57.5742936053493,-0.645007532374583,32.1604671875727,0.0100334448160535,0.0229120874867438,0.00445915905141305,0.00388253122955603,0.00161401514501387,0.00181795755893467,0.00438797041726556,0.00237395979624569
0.909795517463764,0.104034873968866,0.915712846418457,0.00107615202496767,0.0552298552527952,120.576229820695,0.465240548439281,-8.11569859418518,57.5725712896596,-0.582226749710989,42.9718006688062,0.0133779264214047,0.0200618075184363,0.00491787330242254,0.00413536152354628,0.00159094000777208,0.00179236744668116,0.00469524133801139,0.00233943524028062
0.90979600894331,0.104029843569256,0.91571504382004,0.000392607284713117,0.0462093398691837,120.57672939841,0.495261582795601,-15.7168426485171,57.5711329243489,-0.49017630696306,52.5193747905759,0.0167224080267559,0.0168636046080525,0.00536441619617146,0.00467075622484134,0.0015823414863162,0.00178918324315232,0.00486722183412354,0.00235222368668231
0.909796479110028,0.104019011076876,0.91571674372267,0.00134766153300619,0.0348157603821061,120.577223561231,0.513121021049428,-23.2494097625422,57.5700571827557,-0.37036365227871,60.3888536933652,0.020066889632107,0.013628230537287,0.00574900605802401,0.00536025617401137,0.00159141238641001,0.00181289938763177,0.00489079562144735,0.00240684006379544
0.909796404416474,0.104019593472908,0.915717855268421,0.00322437623359164,0.0216874891919807,120.57772694178,0.516309765785268,-30.3593505628362,57.5693970056674,-0.226341639418887,66.2377290006124,0.0234113712374582,0.0106661285697173,0.00602443110819447,0.00605216584003783,0.00162063347526718,0.00186421353872476,0.00477587550558473,0.00249555133262895
0.909795234447036,0.10405034366248,0.91571829477741,0.00504361400639866,0.00753680670543714,120.578253592298,0.502461763666499,-36.6790583286207,57.5691982768015,-0.0621932730938133,69.7453510225572,0.0267558528428094,0.00824566379077964,0.00615276168569701,0.00659757353579524,0.00167171404891242,0.00194004811955097,0.0045534132321958,0.00261073688601637
0.90979376649434,0.1040795320828,0.915718007470981,0.00640748158544214,-0.0068652551429896,120.578811408692,0.470144438017742,-41.8664451044902,57.5694876476638,0.117101314712638,70.6890579732685,0.0301003344481605,0.00656493258055101,0.00611033919972987,0.00687418270055108,0.00174536231122447,0.00203402728821387,0.00427039007783022,0.00274634378234861
0.909794060425021,0.104028135816912,0.915716965647118,0.0074626243119893,-0.0206926234999773,120.579402519188,0.41879975820273,-45.6033311688201,57.5702737517674,0.305721508993682,68.9379898792375,0.0334448160535117,0.00572520190755965,0.00589196435708335,0.00680797329836386,0.00184102598827092,0.00213753525913026,0.00398213973320128,0.00289860767064039
